PassengerId,Survived,Probability
892,0,0.1217578274677416
893,1,0.8344834341668159
894,0,0.10810079967674947
895,0,0.10810079967674947
896,1,0.6574640922531991
897,0,0.10810079967674947
898,0,0.2585336755704856
899,0,0.11681396369794551
900,1,0.9390327195756716
901,0,0.11355828161155926
902,0,0.0601929821574671
903,0,0.12638525299976605
904,1,0.9808874530437948
905,0,0.12117842069812874
906,1,0.9789680400325863
907,1,0.977325771947585
908,0,0.11463361857558765
909,0,0.16001749394171585
910,0,0.2714451141118753
911,1,0.9390327195756716
912,0,0.08783543106618856
913,0,0.0514522715326722
914,1,0.9743719331382082
915,0,0.08563637507501519
916,1,0.9801699439142575
917,0,0.1751077590800777
918,1,0.9813259042699185
919,0,0.16001749394171585
920,0,0.23933605692902368
921,0,0.14157089306643378
922,0,0.12117842069812874
923,0,0.2072603088302137
924,1,0.8084034947408313
925,0,0.04800634027645247
926,0,0.34945080069545514
927,0,0.17363731254566364
928,0,0.18039168068976053
929,0,0.18870589032460378
930,0,0.10810079967674947
931,1,0.5328440780481815
932,0,0.4859199041980996
933,0,0.21168174324491482
934,0,0.13545689490291446
935,1,0.9253190921587648
936,1,0.976569259900319
937,0,0.26105368279773655
938,0,0.34963226309093187
939,0,0.11084911927882676
940,1,0.9820581899019161
941,1,0.7740309303167083
942,0,0.14644690580654518
943,0,0.11883886458291262
944,1,0.975424523247429
945,1,0.9845479696199153
946,0,0.21244588211523124
947,0,0.10425322650919043
948,0,0.0601929821574671
949,0,0.07083924899918062
950,0,0.1825450711191201
951,1,0.9800228926435678
952,0,0.0601929821574671
953,0,0.10189278766005562
954,0,0.10495163301442223
955,1,0.8163748863167019
956,0,0.17097475216076374
957,0,0.2459455702451744
958,1,0.8387518711247561
959,0,0.061887670361902035
960,0,0.34963226309093187
961,1,0.9814269903244557
962,1,0.6630108808965951
963,0,0.0601929821574671
964,1,0.5946515926331055
965,0,0.34963226309093187
966,1,0.9800228926435678
967,0,0.1670754647496503
968,0,0.09590558097317153
969,1,0.9745595012494918
970,0,0.11463361857558765
971,1,0.6630108808965951
972,0,0.2230338737581712
973,0,0.13592941028402858
974,0,0.12638525299976605
975,0,0.0601929821574671
976,0,0.11994952850724687
977,0,0.15486451032055415
978,1,0.8387518711247561
979,0,0.18039168068976053
980,1,0.6630108808965951
981,0,0.3052371206007753
982,0,0.428707727806937
983,0,0.12244363727445523
984,1,0.9690535772209852
985,0,0.09590558097317153
986,0,0.15096197607628575
987,0,0.20626604906947194
988,1,0.967388694368585
989,0,0.26105368279773655
990,0,0.4715898348029691
991,0,0.09590558097317153
992,1,0.9814645043564976
993,0,0.12117842069812874
994,0,0.11084911927882676
995,0,0.12244363727445523
996,0,0.262885774139773
997,0,0.09554026130112636
998,0,0.1217578274677416
999,0,0.11084911927882676
1000,0,0.10810079967674947
1001,0,0.4948507462024195
1002,0,0.11883886458291262
1003,1,0.6630108808965951
1004,1,0.9784399882007603
1005,1,0.703285770633918
1006,1,0.9843582256659722
1007,0,0.15486451032055415
1008,0,0.06697376318713176
1009,1,0.7585520317935359
1010,1,0.5120464496236401
1011,1,0.975076410814184
1012,1,0.9687789887906845
1013,0,0.15166563396586416
1014,1,0.9814635455018724
1015,0,0.06811547934072146
1016,0,0.11084911927882676
1017,1,0.7740309303167083
1018,0,0.20626604906947194
1019,1,0.9422209921882255
1020,0,0.11463361857558765
1021,0,0.09590558097317153
1022,0,0.09590558097317153
1023,0,0.34963226309093187
1024,0,0.060600977727842516
1025,0,0.06016927053522435
1026,0,0.0601929821574671
1027,0,0.13545689490291446
1028,0,0.16001749394171585
1029,0,0.11463361857558765
1030,0,0.18039168068976053
1031,0,0.07248263433059203
1032,0,0.025473762579584176
1033,1,0.9859717407276322
1034,0,0.17097475216076374
1035,0,0.08829756945722304
1036,0,0.17286503376528203
1037,0,0.13767399998842306
1038,0,0.13741742725630632
1039,0,0.09590558097317153
1040,0,0.17286503376528203
1041,0,0.12117842069812874
1042,1,0.9799179398814951
1043,0,0.19762403913340815
1044,0,0.10189278766005562
1045,1,0.8171189994940161
1046,0,0.19214651233502497
1047,0,0.06811547934072146
1048,1,0.9842417335831224
1049,0,0.4715898348029691
1050,0,0.21168174324491482
1051,1,0.7300596311071993
1052,1,0.8826912476220089
1053,0,0.2230338737581712
1054,1,0.9648407956956899
1055,0,0.288319966167099
1056,0,0.11463361857558765
1057,1,0.6773977609303972
1058,0,0.3258008510339212
1059,0,0.2072603088302137
1060,1,0.9766833532366832
1061,0,0.21931755218847557
1062,0,0.06811547934072146
1063,0,0.16001749394171585
1064,0,0.1751077590800777
1065,0,0.17363731254566364
1066,0,0.2072603088302137
1067,1,0.9777480964287667
1068,1,0.9777480964287667
1069,0,0.48824507741042783
1070,1,0.9915083080297339
1071,1,0.9799179398814951
1072,0,0.11463361857558765
1073,0,0.4382713482442833
1074,1,0.9580539296840681
1075,0,0.11084911927882676
1076,1,0.9777100320863085
1077,0,0.11562486169092104
1078,0,0.2459455702451744
1079,0,0.10932923162581326
1080,0,0.027148299289685603
1081,0,0.11463361857558765
1082,0,0.12117842069812874
1083,0,0.12638525299976605
1084,0,0.1751077590800777
1085,0,0.11463361857558765
1086,0,0.18041233802562434
1087,0,0.13545689490291446
1088,1,0.5009935128119267
1089,0,0.4014607868497907
1090,0,0.11994952850724687
1091,0,0.18870589032460378
1092,1,0.889636632051271
1093,0,0.10189278766005562
1094,0,0.17097475216076374
1095,1,0.975076410814184
1096,0,0.11994952850724687
1097,0,0.15096197607628575
1098,1,0.6630108808965951
1099,0,0.11994952850724687
1100,1,0.9766833532366832
1101,0,0.0601929821574671
1102,0,0.09554026130112636
1103,0,0.06238730533452654
1104,0,0.0620323649864038
1105,1,0.975076410814184
1106,1,0.8296399511909849
1107,0,0.1527700301258268
1108,1,0.8387518711247561
1109,0,0.18930018587763087
1110,1,0.9801699439142575
1111,0,0.09590558097317153
1112,1,0.9777649886795097
1113,0,0.09590558097317153
1114,1,0.9671800409040128
1115,0,0.20626604906947194
1116,1,0.9766833532366832
1117,1,0.5630793214348501
1118,0,0.20626604906947194
1119,1,0.6630108808965951
1120,0,0.10189278766005562
1121,0,0.11463361857558765
1122,0,0.06235168105755715
1123,1,0.9743719331382082
1124,0,0.06146769753914079
1125,0,0.12197530927530899
1126,0,0.3656142140163154
1127,0,0.13545689490291446
1128,1,0.518980340434444
1129,0,0.16001749394171585
1130,1,0.9267460363189548
1131,1,0.9455783336662731
1132,1,0.9766833532366832
1133,1,0.9748925555975968
1134,1,0.5079335322319993
1135,0,0.0601929821574671
1136,0,0.11355828161155926
1137,0,0.16187192516362026
1138,0,0.2459455702451744
1139,0,0.2072603088302137
1140,1,0.975076410814184
1141,0,0.10844633809259009
1142,1,0.975076410814184
1143,0,0.26105368279773655
1144,0,0.36818455533102623
1145,0,0.10810079967674947
1146,0,0.10810079967674947
1147,0,0.06811547934072146
1148,0,0.11084911927882676
1149,0,0.09590558097317153
1150,1,0.9253190921587648
1151,0,0.12244363727445523
1152,0,0.1825450711191201
1153,0,0.13545689490291446
1154,1,0.9752431707719987
1155,1,0.6574640922531991
1156,0,0.4859199041980996
1157,0,0.0601929821574671
1158,0,0.053033712747342004
1159,0,0.06811547934072146
1160,0,0.18039168068976053
1161,0,0.10810079967674947
1162,1,0.5120464496236401
1163,0,0.11084911927882676
1164,1,0.9796591362596352
1165,1,0.9264764513467945
1166,0,0.16001749394171585
1167,1,0.975076410814184
1168,0,0.11994952850724687
1169,0,0.12117842069812874
1170,0,0.12338147882123966
1171,0,0.11994952850724687
1172,0,0.18870589032460378
1173,0,0.1751077590800777
1174,1,0.6630108808965951
1175,1,0.5006576404081904
1176,1,0.8084034947408313
1177,0,0.06811547934072146
1178,0,0.06811547934072146
1179,0,0.2550162559558024
1180,0,0.16096913240393187
1181,0,0.09590558097317153
1182,0,0.06180264292821173
1183,0,0.07648430989536367
1184,0,0.17363731254566364
1185,1,0.8684111469351211
1186,0,0.10810079967674947
1187,0,0.0601929821574671
1188,1,0.9792222422708575
1189,0,0.14157089306643378
1190,0,0.061887670361902035
1191,0,0.13545689490291446
1192,0,0.12244363727445523
1193,1,0.5504070384840504
1194,0,0.0794855809431934
1195,0,0.10810079967674947
1196,1,0.6630108808965951
1197,1,0.9745595012494918
1198,1,0.7611687197319219
1199,0,0.10810079967674947
1200,0,0.32354634511037567
1201,0,0.23255862968314348
1202,0,0.10810079967674947
1203,0,0.16001749394171585
1204,0,0.06811547934072146
1205,1,0.6630108808965951
1206,1,0.9795083762476623
1207,1,0.8826912476220089
1208,0,0.36818455533102623
1209,0,0.11994952850724687
1210,0,0.13545689490291446
1211,0,0.2072603088302137
1212,0,0.12244363727445523
1213,0,0.16096913240393187
1214,1,0.5000397406105991
1215,0,0.17286503376528203
1216,1,0.9865052076998845
1217,0,0.06238730533452654
1218,1,0.9915715423833227
1219,0,0.10715814359317646
1220,0,0.12117842069812874
1221,0,0.11463361857558765
1222,1,0.9777480964287667
1223,0,0.34963226309093187
1224,0,0.16001749394171585
1225,1,0.9531836568724306
1226,0,0.0601929821574671
1227,1,0.8336052954540467
1228,0,0.11463361857558765
1229,0,0.17363731254566364
1230,0,0.18041233802562434
1231,0,0.17363731254566364
1232,0,0.11994952850724687
1233,0,0.06811547934072146
1234,0,0.06155700267759584
1235,1,0.9914054872177064
1236,0,0.1751077590800777
1237,1,0.9212132538057143
1238,0,0.11463361857558765
1239,1,0.9390327195756716
1240,0,0.10189278766005562
1241,0,0.2459455702451744
1242,1,0.9813259042699185
1243,0,0.11994952850724687
1244,0,0.0620323649864038
1245,0,0.05805202713644372
1246,1,0.8084034947408313
1247,0,0.21168174324491482
1248,1,0.9732070020045928
1249,0,0.10431712107901897
1250,0,0.11084911927882676
1251,1,0.8141892640433129
1252,0,0.040013350598055566
1253,1,0.9814284257507693
1254,0,0.2459455702451744
1255,0,0.10810079967674947
1256,1,0.9950134560496374
1257,0,0.059043177697658863
1258,0,0.15486451032055415
1259,0,0.04910917160790915
1260,1,0.9813259042699185
1261,0,0.4859199041980996
